ID,URL
36506,edgar/data/36506/000110465915024500/Financial_Report.xlsx
36840,edgar/data/36840/000117494715000044/Financial_Report.xlsx
36966,edgar/data/36966/000093041315000780/Financial_Report.xlsx
37008,edgar/data/37008/000119312515093868/Financial_Report.xlsx
37049,edgar/data/37049/000119312515109182/Financial_Report.xlsx
37472,edgar/data/37472/000089710115001165/Financial_Report.xlsx
37634,edgar/data/37634/000075330815000079/Financial_Report.xlsx
37637,edgar/data/37637/000132616015000008/Financial_Report.xlsx
37785,edgar/data/37785/000003778515000008/Financial_Report.xlsx
37808,edgar/data/37808/000119312515069940/Financial_Report.xlsx
37996,edgar/data/37996/000003799615000013/Financial_Report.xlsx
38009,edgar/data/38009/000003800915000022/Financial_Report.xlsx
38067,edgar/data/38067/000003806715000013/Financial_Report.xlsx
38079,edgar/data/38079/000155837015000424/Financial_Report.xlsx
38264,edgar/data/38264/000100329715000510/Financial_Report.xlsx
38723,edgar/data/38723/000137647415000067/Financial_Report.xlsx
38725,edgar/data/38725/000003872515000043/Financial_Report.xlsx
38777,edgar/data/38777/000003877715000278/Financial_Report.xlsx
38984,edgar/data/38984/000156459015001692/Financial_Report.xlsx
39020,edgar/data/39020/000118518515001955/Financial_Report.xlsx
39047,edgar/data/39047/000114420415049618/Financial_Report.xlsx
39092,edgar/data/39092/000119312515220552/Financial_Report.xlsx
39263,edgar/data/39263/000003926315000011/Financial_Report.xlsx
39311,edgar/data/39311/000156761915000219/Financial_Report.xlsx
39368,edgar/data/39368/000119312515023748/Financial_Report.xlsx
39648,edgar/data/39648/000003964815000019/Financial_Report.xlsx
39677,edgar/data/39677/000162828015001189/Financial_Report.xlsx
39899,edgar/data/39899/000003989915000006/Financial_Report.xlsx
39911,edgar/data/39911/000003991115000101/Financial_Report.xlsx
40211,edgar/data/40211/000004021115000009/Financial_Report.xlsx
40533,edgar/data/40533/000004053315000009/Financial_Report.xlsx
40545,edgar/data/40545/000004054515000030/Financial_Report.xlsx
40554,edgar/data/40554/000004054515000032/Financial_Report.xlsx
40570,edgar/data/40570/000147793215007812/Financial_Report.xlsx
40704,edgar/data/40704/000119312515245476/Financial_Report.xlsx
40729,edgar/data/40729/000004072915000092/Financial_Report.xlsx
40730,edgar/data/40730/000119312515198682/Financial_Report.xlsx
40888,edgar/data/40888/000004088815000004/Financial_Report.xlsx
40987,edgar/data/40987/000119312515064165/Financial_Report.xlsx
41091,edgar/data/41091/000009212215000015/Financial_Report.xlsx
41719,edgar/data/41719/000119312515070196/Financial_Report.xlsx
42228,edgar/data/42228/000115752315002979/Financial_Report.xlsx
42316,edgar/data/42316/000004231615000015/Financial_Report.xlsx
42582,edgar/data/42582/000095012315002527/Financial_Report.xlsx
42682,edgar/data/42682/000119312515083057/Financial_Report.xlsx
42888,edgar/data/42888/000095012315002691/Financial_Report.xlsx
43196,edgar/data/43196/000143774915004131/Financial_Report.xlsx
43350,edgar/data/43350/000114420415015657/Financial_Report.xlsx
43410,edgar/data/43410/000089710115000249/Financial_Report.xlsx
43920,edgar/data/43920/000119312515015537/Financial_Report.xlsx
44545,edgar/data/44545/000009212215000015/Financial_Report.xlsx
44570,edgar/data/44570/000006598415000102/Financial_Report.xlsx
44689,edgar/data/44689/000143774915006464/Financial_Report.xlsx
45012,edgar/data/45012/000004501215000040/Financial_Report.xlsx
45876,edgar/data/45876/000004587615000026/Financial_Report.xlsx
45919,edgar/data/45919/000110465915017174/Financial_Report.xlsx
45947,edgar/data/45947/000004594715000004/Financial_Report.xlsx
46080,edgar/data/46080/000119312515064946/Financial_Report.xlsx
46129,edgar/data/46129/000104746915002052/Financial_Report.xlsx
46195,edgar/data/46195/000004619515000017/Financial_Report.xlsx
46207,edgar/data/46207/000035470715000016/Financial_Report.xlsx
46250,edgar/data/46250/000004625015000011/Financial_Report.xlsx
46619,edgar/data/46619/000004661915000078/Financial_Report.xlsx
46765,edgar/data/46765/000104746915008958/Financial_Report.xlsx
47111,edgar/data/47111/000004711115000010/Financial_Report.xlsx
47129,edgar/data/47129/000004712915000009/Financial_Report.xlsx
47217,edgar/data/47217/000104746915009251/Financial_Report.xlsx
47307,edgar/data/47307/000004730715000003/Financial_Report.xlsx
47518,edgar/data/47518/000121465915007900/Financial_Report.xlsx
48039,edgar/data/48039/000004803915000014/Financial_Report.xlsx
48287,edgar/data/48287/000004828715000009/Financial_Report.xlsx
48465,edgar/data/48465/000110465915085151/Financial_Report.xlsx
48732,edgar/data/48732/000004873215000005/Financial_Report.xlsx
48898,edgar/data/48898/000162828015000853/Financial_Report.xlsx
49071,edgar/data/49071/000004907115000019/Financial_Report.xlsx
49196,edgar/data/49196/000119312515049355/Financial_Report.xlsx
49600,edgar/data/49600/000004960015000008/Financial_Report.xlsx
49615,edgar/data/49615/000114420415018967/Financial_Report.xlsx
49648,edgar/data/49648/000105787715000043/Financial_Report.xlsx
49728,edgar/data/49728/000004972815000119/Financial_Report.xlsx
49754,edgar/data/49754/000004975415000004/Financial_Report.xlsx
49826,edgar/data/49826/000004982615000016/Financial_Report.xlsx
49938,edgar/data/49938/000119312515062525/Financial_Report.xlsx
50104,edgar/data/50104/000005010415000007/Financial_Report.xlsx
50172,edgar/data/50172/000000490415000008/Financial_Report.xlsx
50292,edgar/data/50292/000117494715001166/Financial_Report.xlsx
50471,edgar/data/50471/000141588915003051/Financial_Report.xlsx
50493,edgar/data/50493/000005049315000023/Financial_Report.xlsx
50725,edgar/data/50725/000005072515000080/Financial_Report.xlsx
50863,edgar/data/50863/000005086315000015/Financial_Report.xlsx
51011,edgar/data/51011/000114036115035767/Financial_Report.xlsx
51143,edgar/data/51143/000104746915001106/Financial_Report.xlsx
51253,edgar/data/51253/000005125315000004/Financial_Report.xlsx
51434,edgar/data/51434/000005143415000009/Financial_Report.xlsx
51548,edgar/data/51548/000005154815000007/Financial_Report.xlsx
51644,edgar/data/51644/000005164415000011/Financial_Report.xlsx
52485,edgar/data/52485/000035254115000005/Financial_Report.xlsx
52795,edgar/data/52795/000005279515000007/Financial_Report.xlsx
52827,edgar/data/52827/000005282715000006/Financial_Report.xlsx
52988,edgar/data/52988/000005298815000155/Financial_Report.xlsx
53320,edgar/data/53320/000147237515000088/Financial_Report.xlsx
53669,edgar/data/53669/000005366915000034/Financial_Report.xlsx
54187,edgar/data/54187/000120677415003188/Financial_Report.xlsx
54381,edgar/data/54381/000005438115000011/Financial_Report.xlsx
54441,edgar/data/54441/000005444115000017/Financial_Report.xlsx
54473,edgar/data/54473/000005447315000009/Financial_Report.xlsx
54476,edgar/data/54476/000114306815000015/Financial_Report.xlsx
54480,edgar/data/54480/000005448015000013/Financial_Report.xlsx
54507,edgar/data/54507/000005450715000006/Financial_Report.xlsx
54681,edgar/data/54681/000114036115013509/Financial_Report.xlsx
55067,edgar/data/55067/000119312515062865/Financial_Report.xlsx
55135,edgar/data/55135/000005513515000009/Financial_Report.xlsx
55242,edgar/data/55242/000005524215000024/Financial_Report.xlsx
55362,edgar/data/55362/000143774915005598/Financial_Report.xlsx
55387,edgar/data/55387/000092222415000016/Financial_Report.xlsx
55529,edgar/data/55529/000119312515256731/Financial_Report.xlsx
55772,edgar/data/55772/000005577215000026/Financial_Report.xlsx
55785,edgar/data/55785/000005578515000014/Financial_Report.xlsx
56047,edgar/data/56047/000114036115008395/Financial_Report.xlsx
56679,edgar/data/56679/000119312515237143/Financial_Report.xlsx
56701,edgar/data/56701/000005670115000031/Financial_Report.xlsx
56868,edgar/data/56868/000119312515097009/Financial_Report.xlsx
56873,edgar/data/56873/000110465915024557/Financial_Report.xlsx
56978,edgar/data/56978/000005697815000125/Financial_Report.xlsx
57131,edgar/data/57131/000104746915005489/Financial_Report.xlsx
57183,edgar/data/57183/000112695615000077/Financial_Report.xlsx
57515,edgar/data/57515/000005751515000021/Financial_Report.xlsx
57528,edgar/data/57528/000005752815000006/Financial_Report.xlsx
57725,edgar/data/57725/000110465915062047/Financial_Report.xlsx
58361,edgar/data/58361/000005836115000028/Financial_Report.xlsx
58492,edgar/data/58492/000005849215000002/Financial_Report.xlsx
58592,edgar/data/58592/000114036115013663/Financial_Report.xlsx
58822,edgar/data/58822/000135448815004118/Financial_Report.xlsx
